Attraction,CityName,Country,AttractionType,VisitCount,AverageRating,RecommendationScore
Jodipan Colorful Village,South Region,New Zealand,Neighborhoods,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Brunei Darussalam,Beaches,1,4.0,0.23778939507094848
Waterbom Bali,Douala,Myanmar,Water Parks,1,4.0,0.23778939507094848
Jodipan Colorful Village,South Region,Hong Kong,Neighborhoods,1,4.0,0.23778939507094848
Malang City Square,South Region,Singapore,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Bromo Tengger Semeru National Park,South Region,Turkey,National Parks,1,4.0,0.23778939507094848
Bromo Tengger Semeru National Park,South Region,South Africa,National Parks,1,4.0,0.23778939507094848
Goa Cina Beach,South Region,Belgium,Beaches,1,4.0,0.23778939507094848
Coban Rondo Waterfall,South Region,United Kingdom,Waterfalls,1,4.0,0.23778939507094848
Sanur Beach,Douala,Laos,Beaches,1,4.0,0.23778939507094848
Yogyakarta Palace,N'Djamena,Argentina,Historic Sites,1,4.0,0.23778939507094848
Yogyakarta Palace,N'Djamena,Brazil,Historic Sites,2,3.0,0.22128454070201642
Kuta Beach - Bali,Douala,Luxembourg,Beaches,2,3.0,0.22128454070201642
Uluwatu Temple,Douala,Peru,Religious Sites,2,3.0,0.22128454070201642
Sanur Beach,Douala,Bahrain,Beaches,2,3.0,0.22128454070201642
Tegalalang Rice Terrace,Douala,Senegal,Points of Interest & Landmarks,2,3.0,0.22128454070201642
Ratu Boko Temple,N'Djamena,Netherlands,Ancient Ruins,2,3.0,0.22128454070201642
Seminyak Beach,Douala,Asia,Beaches,2,3.0,0.22128454070201642
Museum Malang Tempo Doeloe,South Region,Spain,Speciality Museums,2,3.0,0.22128454070201642
Tegenungan Waterfall,Douala,Zambia,Waterfalls,2,3.0,0.22128454070201642
Malang City Square,South Region,Canada,Points of Interest & Landmarks,2,3.0,0.22128454070201642
Nusa Dua Beach,Douala,Bahrain,Beaches,2,3.0,0.22128454070201642
Tegalalang Rice Terrace,Douala,NIGERIA,Points of Interest & Landmarks,2,3.0,0.22128454070201642
Sempu Island,South Region,United States,Nature & Wildlife Areas,2,3.0,0.22128454070201642
Tegenungan Waterfall,Douala,East Timor,Waterfalls,2,3.0,0.22128454070201642
Malioboro Road,N'Djamena,Switzerland,Flea & Street Markets,2,3.0,0.22128454070201642
Seminyak Beach,Douala,Czech Republic,Beaches,2,3.0,0.22128454070201642
Seminyak Beach,Douala,Fiji,Beaches,2,3.0,0.22128454070201642
Uluwatu Temple,Douala,Kenya,Religious Sites,2,3.0,0.22128454070201642
Tanah Lot Temple,Douala,Asia,Religious Sites,2,3.0,0.22128454070201642
Sacred Monkey Forest Sanctuary,Douala,NIGERIA,Nature & Wildlife Areas,2,3.0,0.22128454070201642
Malioboro Road,N'Djamena,New Zealand,Flea & Street Markets,2,3.0,0.22128454070201642
Sanur Beach,Douala,Maldives,Beaches,2,2.5,0.20141896938013443
Tanah Lot Temple,Douala,Ukraine,Religious Sites,2,2.5,0.20141896938013443
Uluwatu Temple,Douala,Ukraine,Religious Sites,2,2.5,0.20141896938013443
Malang City Square,South Region,Malaysia,Points of Interest & Landmarks,2,2.5,0.20141896938013443
Seminyak Beach,Douala,Lebanon,Beaches,2,2.5,0.20141896938013443
Sanur Beach,Douala,Brazil,Beaches,2,2.5,0.20141896938013443
Merapi Volcano,N'Djamena,France,Volcanos,2,2.5,0.20141896938013443
Sacred Monkey Forest Sanctuary,Douala,Angola,Nature & Wildlife Areas,2,2.5,0.20141896938013443
Kuta Beach - Bali,Douala,Bulgaria,Beaches,2,2.0,0.19634055265123226
Kuta Beach - Bali,Douala,Mauritius,Beaches,2,2.0,0.19634055265123226
Tegenungan Waterfall,Douala,Albania,Waterfalls,1,3.0,0.10679611650485438
Merapi Volcano,N'Djamena,Japan,Volcanos,1,3.0,0.10679611650485438
Tegalalang Rice Terrace,Douala,Tanzania,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Argentina,Waterfalls,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Fiji,Beaches,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Angola,Waterfalls,1,3.0,0.10679611650485438
Tegalalang Rice Terrace,Douala,Angola,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Moldova,Beaches,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,NIGERIA,Beaches,1,3.0,0.10679611650485438
Coban Rondo Waterfall,South Region,Philippines,Waterfalls,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Curacao,Beaches,1,3.0,0.10679611650485438
Mount Semeru Volcano,South Region,Canada,Volcanos,1,3.0,0.10679611650485438
Nusa Dua Beach,Douala,Republic of North Macedonia,Beaches,1,3.0,0.10679611650485438
Sanur Beach,Douala,Republic of North Macedonia,Beaches,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Kenya,Beaches,1,3.0,0.10679611650485438
Nusa Dua Beach,Douala,Cambodia,Beaches,1,3.0,0.10679611650485438
Tegalalang Rice Terrace,Douala,Ethiopia,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Coban Rondo Waterfall,South Region,United States,Waterfalls,1,3.0,0.10679611650485438
Malang City Square,South Region,Sweden,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Sanur Beach,Douala,Mauritius,Beaches,1,3.0,0.10679611650485438
Sacred Monkey Forest Sanctuary,Douala,Armenia,Nature & Wildlife Areas,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Oman,Waterfalls,1,3.0,0.10679611650485438
Malang City Square,South Region,United Arab Emirates,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Malioboro Road,N'Djamena,Brazil,Flea & Street Markets,1,3.0,0.10679611650485438
Sacred Monkey Forest Sanctuary,Douala,Botswana,Nature & Wildlife Areas,1,3.0,0.10679611650485438
Sacred Monkey Forest Sanctuary,Douala,Cameroon,Nature & Wildlife Areas,1,3.0,0.10679611650485438
Ratu Boko Temple,N'Djamena,Belgium,Ancient Ruins,1,3.0,0.10679611650485438
Balekambang Beach,South Region,United States,Beaches,1,3.0,0.10679611650485438
Sanur Beach,Douala,Israel,Beaches,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Mauritius,Waterfalls,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Mozambique,Beaches,1,3.0,0.10679611650485438
Tegalalang Rice Terrace,Douala,Seychelles,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Myanmar,Beaches,1,3.0,0.10679611650485438
Sacred Monkey Forest Sanctuary,Douala,St Martin / St Maarten,Nature & Wildlife Areas,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Bahamas,Waterfalls,1,3.0,0.10679611650485438
Water Castle (Tamansari),N'Djamena,Germany,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Water Castle (Tamansari),N'Djamena,Ireland,Points of Interest & Landmarks,1,3.0,0.10679611650485438
Tanah Lot Temple,Douala,Tanzania,Religious Sites,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Maldives,Beaches,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Bahrain,Beaches,1,3.0,0.10679611650485438
Sanur Beach,Douala,Curacao,Beaches,1,3.0,0.10679611650485438
Seminyak Beach,Douala,Guatemala,Beaches,1,3.0,0.10679611650485438
Seminyak Beach,Douala,Colombia,Beaches,1,3.0,0.10679611650485438
Seminyak Beach,Douala,Jamaica,Beaches,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Luxembourg,Waterfalls,1,3.0,0.10679611650485438
Seminyak Beach,Douala,Kuwait,Beaches,1,3.0,0.10679611650485438
Kuta Beach - Bali,Douala,Slovenia,Beaches,1,3.0,0.10679611650485438
Tanah Lot Temple,Douala,Lebanon,Religious Sites,1,3.0,0.10679611650485438
Ramayana Ballet at Prambanan,N'Djamena,Malta,Ballets,1,3.0,0.10679611650485438
Sanur Beach,Douala,Costa Rica,Beaches,1,3.0,0.10679611650485438
Sanur Beach,Douala,Burkina Faso,Beaches,1,3.0,0.10679611650485438
Bromo Tengger Semeru National Park,South Region,Chad,National Parks,1,3.0,0.10679611650485438
Yogyakarta Palace,N'Djamena,Denmark,Historic Sites,1,3.0,0.10679611650485438
Museum Malang Tempo Doeloe,South Region,Netherlands,Speciality Museums,1,3.0,0.10679611650485438
Bromo Tengger Semeru National Park,South Region,Chile,National Parks,1,3.0,0.10679611650485438
Yogyakarta Palace,N'Djamena,Russia,Historic Sites,1,3.0,0.10679611650485438
Malioboro Road,N'Djamena,Honduras,Flea & Street Markets,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Kenya,Waterfalls,1,3.0,0.10679611650485438
Sacred Monkey Forest Sanctuary,Douala,Ecuador,Nature & Wildlife Areas,1,3.0,0.10679611650485438
Tegenungan Waterfall,Douala,Pakistan,Waterfalls,1,3.0,0.10679611650485438
Ratu Boko Temple,N'Djamena,Mexico,Ancient Ruins,1,3.0,0.10679611650485438
Sanur Beach,Douala,Slovenia,Beaches,1,2.0,0.08185212845407021
Yogyakarta Palace,N'Djamena,Sweden,Historic Sites,1,2.0,0.08185212845407021
Malang City Square,South Region,Netherlands,Points of Interest & Landmarks,1,2.0,0.08185212845407021
Kuta Beach - Bali,Douala,Lithuania,Beaches,1,2.0,0.08185212845407021
Nusa Dua Beach,Douala,Hong Kong,Beaches,1,2.0,0.08185212845407021
Sanur Beach,Douala,Bosnia and Herzegovina,Beaches,1,2.0,0.08185212845407021
Bromo Tengger Semeru National Park,South Region,Asia,National Parks,1,2.0,0.08185212845407021
Ratu Boko Temple,N'Djamena,Japan,Ancient Ruins,1,2.0,0.08185212845407021
Malioboro Road,N'Djamena,Republic of North Macedonia,Flea & Street Markets,1,2.0,0.08185212845407021
Kuta Beach - Bali,Douala,Morocco,Beaches,1,2.0,0.08185212845407021
Merapi Volcano,N'Djamena,Slovenia,Volcanos,1,2.0,0.08185212845407021
Tegenungan Waterfall,Douala,Chile,Waterfalls,1,2.0,0.08185212845407021
Sewu Temple,N'Djamena,China,Ancient Ruins,1,2.0,0.08185212845407021
Bromo Tengger Semeru National Park,South Region,New Zealand,National Parks,1,1.0,0.07811799850634803
Kuta Beach - Bali,Douala,French Polynesia,Beaches,1,1.0,0.07811799850634803
Seminyak Beach,Douala,Monaco,Beaches,1,1.0,0.07811799850634803
Ratu Boko Temple,N'Djamena,Brazil,Ancient Ruins,1,1.0,0.07811799850634803
Uluwatu Temple,Douala,French Polynesia,Religious Sites,1,1.0,0.07811799850634803
Kuta Beach - Bali,Douala,Cuba,Beaches,1,1.0,0.07811799850634803
Seminyak Beach,Douala,Uruguay,Beaches,1,1.0,0.07811799850634803
Tegalalang Rice Terrace,Douala,New Caledonia,Points of Interest & Landmarks,1,1.0,0.07811799850634803
Goa Cina Beach,South Region,Spain,Beaches,1,1.0,0.07811799850634803
